record_id,delivery_id,package_type,vehicle_type,region,weather_condition,distance_km,distance_group,delivery_time_hours_clean,expected_time_hours_clean,delayed,delivery_status,delivery_rating,delivery_cost
305,305,groceries,truck,west,hot,196.4,150–199 km,4,24,no,delivered,3,1012.78
306,306,electronics,van,central,stormy,70.8,50–99 km,8,8,yes,delayed,2,593.11
307,307,groceries,scooter,west,cold,230.1,200–249 km,8,16,no,delivered,4,1227.06
308,308,pharmacy,scooter,west,cold,271.2,250+ km,9,16,no,delivered,5,1492.89
309,309,clothing,ev van,south,foggy,73.6,50–99 km,4,24,no,delivered,3,458.09
310,310,documents,ev bike,east,cold,92.4,50–99 km,1,24,no,delivered,4,514.08
311,311,electronics,bike,north,hot,14.9,0–49 km,1,24,no,delivered,5,222.88
312,312,furniture,bike,west,clear,145,100–149 km,5,4,yes,delayed,3,785.65
313,313,clothing,bike,north,hot,252.2,250+ km,9,16,no,delivered,4,1399.69
314,314,clothing,scooter,north,rainy,33.9,0–49 km,4,2,yes,delayed,2,282.71
315,315,clothing,ev bike,north,cold,51.2,50–99 km,2,16,no,delivered,5,374.86
316,316,cosmetics,bike,central,rainy,223.6,200–249 km,12,24,no,delivered,5,1238.69
317,317,furniture,scooter,north,foggy,191.8,150–199 km,6,16,no,delivered,3,1005.44
318,318,automobile parts,bike,south,cold,60.6,50–99 km,2,16,no,delivered,3,315.42
319,319,groceries,truck,central,hot,52.2,50–99 km,1,16,no,delivered,4,379.35
320,320,clothing,ev bike,north,clear,22.1,0–49 km,3,8,no,delivered,5,321.02
321,321,clothing,truck,east,cold,6.3,0–49 km,1,8,no,delivered,4,171.76
322,322,automobile parts,ev van,north,foggy,127.4,100–149 km,8,24,no,delivered,4,764.08
323,323,pharmacy,ev bike,east,stormy,33.2,0–49 km,7,16,no,delivered,5,249.19
324,324,documents,ev bike,central,clear,88.3,50–99 km,4,8,no,delivered,5,656.16
325,325,pharmacy,scooter,south,clear,262.3,250+ km,6,8,no,delivered,5,1483.08
326,326,pharmacy,ev van,east,foggy,15.8,0–49 km,1,2,no,delivered,4,143.37
327,327,clothing,truck,central,foggy,239.2,200–249 km,8,24,no,delivered,5,1209.41
328,328,cosmetics,bike,east,clear,115.1,100–149 km,5,8,no,delivered,3,776.69
329,329,clothing,bike,central,clear,124.2,100–149 km,6,8,no,delivered,4,870.85
330,330,clothing,ev van,south,hot,291.8,250+ km,7,24,no,delivered,4,1575.4
331,331,cosmetics,scooter,south,stormy,171,150–199 km,12,16,no,delivered,5,924.42
332,332,furniture,van,north,stormy,12,0–49 km,5,24,no,delivered,5,191.43
333,333,clothing,ev bike,south,stormy,238.4,200–249 km,11,8,yes,delayed,3,1365.17
334,334,electronics,ev bike,north,cold,166.8,150–199 km,4,24,no,delivered,5,919.41
335,335,pharmacy,bike,east,foggy,233.3,200–249 km,7,16,no,delivered,5,1217.02
336,336,cosmetics,truck,north,cold,46.2,0–49 km,2,2,no,delivered,4,383
337,337,clothing,ev van,north,rainy,79.5,50–99 km,7,3,yes,delayed,3,533.24
338,338,groceries,van,east,hot,273.2,250+ km,9,8,yes,delayed,2,1607.09
339,339,groceries,truck,west,stormy,129.5,100–149 km,9,16,no,delivered,3,707.23
340,340,automobile parts,scooter,north,rainy,153.7,150–199 km,6,8,no,delivered,4,942.69
341,341,fragile items,ev bike,west,clear,193.3,150–199 km,4,8,no,delivered,4,1092.96
342,342,documents,bike,east,clear,159,150–199 km,8,24,no,delivered,5,910.92
343,343,furniture,truck,north,stormy,225.4,200–249 km,12,16,no,delivered,5,1274.48
344,344,automobile parts,van,east,clear,67.7,50–99 km,5,8,no,delivered,3,585.26
345,345,groceries,truck,central,stormy,276.3,250+ km,13,24,no,delivered,4,1453.44
346,346,clothing,van,east,hot,17.1,0–49 km,1,2,no,delivered,5,215.21
347,347,documents,ev van,central,hot,150.4,150–199 km,5,8,no,delivered,5,897.36
348,348,pharmacy,ev van,central,clear,297.1,250+ km,7,16,no,delivered,5,1632.7206
349,349,automobile parts,scooter,south,clear,198,150–199 km,7,8,no,delivered,4,1107.85
350,350,documents,bike,north,rainy,145.2,100–149 km,7,4,yes,delayed,3,892.82
351,351,electronics,van,west,foggy,285.8,250+ km,8,7,yes,delayed,2,1563.27
352,352,clothing,truck,east,clear,24.3,0–49 km,1,8,no,delivered,5,318.52
353,353,groceries,ev bike,south,foggy,127.3,100–149 km,6,16,no,delivered,4,731.6
354,354,electronics,truck,north,clear,271.2,250+ km,8,8,yes,delayed,3,1521.79
355,355,electronics,truck,north,clear,204.4,200–249 km,6,16,no,delivered,4,1100.33
356,356,pharmacy,bike,central,foggy,111.2,100–149 km,5,8,no,delivered,4,760.79
357,357,fragile items,ev bike,north,stormy,293.3,250+ km,15,7,yes,delayed,3,1632.7206
358,358,documents,scooter,central,foggy,228,200–249 km,8,6,yes,delayed,3,1251.62
359,359,furniture,van,south,hot,293.2,250+ km,6,7,no,delivered,4,1583.2
360,360,pharmacy,van,north,rainy,175.5,150–199 km,9,24,no,delivered,4,904.35
361,361,cosmetics,bike,east,clear,3.6,0–49 km,1,8,no,delivered,5,218.19
362,362,automobile parts,van,north,cold,291.6,250+ km,7,24,no,delivered,4,1595.79
363,363,fragile items,van,south,foggy,247.4,200–249 km,7,16,no,delivered,5,1317.13
364,364,documents,scooter,north,stormy,165.5,150–199 km,13,16,no,delivered,4,863.89
365,365,automobile parts,scooter,north,hot,49.1,0–49 km,3,2,yes,delayed,2,365.28
366,366,electronics,bike,north,rainy,264.4,250+ km,10,8,yes,delayed,3,1493.46
367,367,automobile parts,ev van,central,clear,191.6,150–199 km,6,24,no,delivered,4,994.06
368,368,clothing,scooter,north,cold,3.6,0–49 km,1,8,no,delivered,4,193.38
369,369,clothing,ev van,south,hot,148.6,100–149 km,6,16,no,delivered,3,835.67
370,370,clothing,ev van,north,stormy,294.7,250+ km,11,8,yes,failed,1,1612.14
371,371,clothing,van,north,cold,176.2,150–199 km,6,16,no,delivered,5,949.37
372,372,furniture,ev bike,north,foggy,213.5,200–249 km,8,24,no,delivered,5,1165.36
373,373,pharmacy,scooter,north,clear,197.8,150–199 km,6,16,no,delivered,4,1125.23
374,374,cosmetics,scooter,north,hot,156.1,150–199 km,7,5,yes,delayed,3,844.48
375,375,electronics,ev van,east,hot,207.9,200–249 km,6,24,no,delivered,4,1174.2
376,376,documents,truck,south,foggy,59.5,50–99 km,4,8,no,delivered,3,418.05
377,377,clothing,ev bike,north,rainy,102,100–149 km,5,8,no,delivered,4,684.31
378,378,clothing,ev van,south,hot,266.9,250+ km,8,24,no,delivered,3,1466.62
379,379,cosmetics,bike,east,clear,81.7,50–99 km,4,3,yes,delayed,2,596.56
380,380,pharmacy,scooter,east,clear,125.6,100–149 km,2,16,no,delivered,4,746.74
381,381,clothing,ev van,north,cold,31.9,0–49 km,1,24,no,delivered,3,174.08
382,382,documents,bike,central,rainy,279.2,250+ km,11,24,no,delivered,3,1443.61
383,383,automobile parts,van,south,hot,81.5,50–99 km,3,16,no,delivered,4,436.96
384,384,pharmacy,bike,south,stormy,174.7,150–199 km,13,8,yes,delayed,3,1051.92
385,385,documents,scooter,east,cold,120.2,100–149 km,3,4,no,delivered,3,709.98
386,386,automobile parts,scooter,south,cold,104.7,100–149 km,5,4,yes,delayed,3,711.32
387,387,clothing,scooter,west,foggy,51.3,50–99 km,2,16,no,delivered,5,292.8
388,388,documents,ev bike,central,hot,297.1,250+ km,9,16,no,delivered,3,1621.26
389,389,cosmetics,scooter,central,clear,87.5,50–99 km,3,24,no,delivered,3,491.56
390,390,furniture,ev bike,south,cold,119.5,100–149 km,4,16,no,delivered,4,728.27
391,391,electronics,ev van,north,cold,58.6,50–99 km,4,3,yes,delayed,3,382.12
392,392,fragile items,truck,north,rainy,188.6,150–199 km,11,5,yes,delayed,2,1056.12
393,393,documents,truck,south,stormy,26.8,0–49 km,7,2,yes,delayed,3,242.05
394,394,cosmetics,van,west,cold,199.2,150–199 km,6,5,yes,delayed,2,1160.45
395,395,groceries,ev bike,east,rainy,151.4,150–199 km,9,8,yes,delayed,3,950.33
396,396,cosmetics,ev bike,south,clear,194.6,150–199 km,9,16,no,delivered,4,1114.42
397,397,automobile parts,ev van,north,cold,3.6,0–49 km,1,24,no,delivered,5,95.6674
398,398,cosmetics,scooter,east,rainy,202.4,200–249 km,11,8,yes,delayed,2,1262
399,399,automobile parts,ev bike,central,clear,14.7,0–49 km,2,24,no,delivered,3,95.6674
400,400,furniture,bike,west,foggy,275.3,250+ km,7,24,no,delivered,4,1457.08
401,401,electronics,van,south,foggy,238.2,200–249 km,8,6,yes,delayed,3,1272.59
402,402,furniture,bike,east,rainy,38,0–49 km,4,16,no,delivered,5,262.45
403,403,furniture,truck,east,cold,167.3,150–199 km,5,5,no,delivered,4,1001.16
404,404,cosmetics,ev van,central,clear,287.1,250+ km,11,7,yes,failed,2,1557.65
405,405,documents,ev bike,south,cold,73.5,50–99 km,3,16,no,delivered,5,496.02
406,406,cosmetics,ev bike,south,stormy,22.7,0–49 km,4,2,yes,delayed,3,269.55
407,407,groceries,truck,east,rainy,127.3,100–149 km,6,16,no,delivered,5,713.51
408,408,cosmetics,truck,north,foggy,42.3,0–49 km,5,16,no,delivered,4,352.95
409,409,groceries,bike,central,clear,233.5,200–249 km,11,8,yes,delayed,2,1388.97
410,410,groceries,ev bike,south,cold,273.7,250+ km,6,16,no,delivered,3,1511.09
411,411,clothing,ev bike,central,hot,135.4,100–149 km,5,16,no,delivered,5,758.33
412,412,fragile items,bike,east,cold,297.1,250+ km,9,24,no,delivered,3,1632.7206
413,413,electronics,truck,west,clear,57.8,50–99 km,2,24,no,delivered,4,310.93
414,414,documents,van,west,cold,275.4,250+ km,11,7,yes,delayed,3,1567.88
415,415,groceries,truck,west,hot,97.7,50–99 km,4,8,no,delivered,3,665.18
416,416,clothing,ev bike,west,stormy,270.7,250+ km,15,7,yes,delayed,2,1404.79
417,417,automobile parts,scooter,west,stormy,271.4,250+ km,10,8,yes,delayed,2,1578.71
418,418,groceries,ev van,south,rainy,105.3,100–149 km,5,16,no,delivered,4,660.48
419,419,documents,van,north,stormy,7.1,0–49 km,3,24,no,delivered,4,119.56
420,420,documents,truck,central,cold,91.5,50–99 km,2,16,no,delivered,5,524.7
421,421,clothing,bike,central,hot,131.5,100–149 km,3,4,no,delivered,3,839.38
422,422,pharmacy,bike,south,foggy,295.2,250+ km,9,16,no,delivered,4,1484.28
423,423,furniture,scooter,north,stormy,207.2,200–249 km,12,8,yes,delayed,3,1263.32
424,424,documents,ev van,central,foggy,190.8,150–199 km,6,24,no,delivered,4,1060.32
425,425,fragile items,scooter,north,foggy,193.9,150–199 km,5,16,no,delivered,4,1060.07
426,426,pharmacy,van,north,stormy,119.5,100–149 km,10,24,no,delivered,5,685.73
427,427,groceries,ev van,central,foggy,207.2,200–249 km,5,6,no,delivered,5,1127.76
428,428,furniture,scooter,west,stormy,84.6,50–99 km,6,8,no,delivered,4,553.12
429,429,pharmacy,ev bike,west,cold,225.9,200–249 km,4,16,no,delivered,3,1217.16
430,430,clothing,bike,west,clear,195.9,150–199 km,6,24,no,delivered,3,1032.75
431,431,fragile items,bike,west,foggy,224.2,200–249 km,10,8,yes,failed,1,1260.09
432,432,documents,bike,east,rainy,46.3,0–49 km,5,24,no,delivered,4,317.93
433,433,electronics,bike,west,clear,166.1,150–199 km,6,5,yes,delayed,2,962.13
434,434,furniture,truck,west,clear,58.3,50–99 km,1,3,no,delivered,4,390.7
435,435,fragile items,bike,south,foggy,94.2,50–99 km,5,3,yes,failed,1,617.27
436,436,cosmetics,truck,east,clear,237.8,200–249 km,7,8,no,delivered,5,1296.77
437,437,documents,truck,south,hot,125.8,100–149 km,4,8,no,delivered,4,865.77
438,438,groceries,scooter,west,foggy,15.9,0–49 km,3,8,no,delivered,5,201.01
439,439,pharmacy,bike,north,rainy,267.7,250+ km,15,24,no,delivered,5,1470.74
440,440,documents,bike,central,cold,33.1,0–49 km,1,16,no,delivered,4,234.17
441,441,fragile items,bike,south,stormy,149.7,100–149 km,11,8,yes,delayed,2,964.03
442,442,documents,truck,north,hot,143.1,100–149 km,2,24,no,delivered,4,811.86
443,443,clothing,ev van,north,hot,120.3,100–149 km,6,16,no,delivered,5,682.98
444,444,electronics,van,east,rainy,3.6,0–49 km,3,16,no,delivered,4,143.29
445,445,cosmetics,truck,south,stormy,77,50–99 km,6,8,no,delivered,3,510.8
446,446,electronics,scooter,west,clear,47.5,0–49 km,2,2,no,delivered,5,435.67
447,447,fragile items,bike,east,stormy,49.9,0–49 km,7,16,no,delivered,5,372.08
448,448,automobile parts,scooter,south,cold,38.8,0–49 km,2,2,no,delivered,5,383.65
449,449,clothing,van,south,rainy,247.4,200–249 km,9,8,yes,delayed,2,1482.26
450,450,electronics,ev van,south,hot,31.2,0–49 km,1,8,no,delivered,4,285.88
451,451,automobile parts,scooter,west,clear,100.6,100–149 km,4,8,no,delivered,5,748.83
452,452,clothing,ev van,north,stormy,174.4,150–199 km,9,16,no,delivered,5,958.07
453,453,groceries,truck,central,clear,13.2,0–49 km,1,24,no,delivered,4,155.91
454,454,fragile items,van,south,cold,158,150–199 km,3,24,no,delivered,5,833.02
455,455,clothing,truck,north,foggy,139.7,100–149 km,6,8,no,delivered,4,827.6
456,456,pharmacy,ev bike,west,cold,257.6,250+ km,7,16,no,delivered,5,1314.49
457,457,groceries,ev bike,west,cold,35.7,0–49 km,1,2,no,delivered,5,233.84
458,458,groceries,ev van,west,clear,18.5,0–49 km,3,8,no,delivered,3,247.52
459,459,automobile parts,truck,south,stormy,45,0–49 km,9,16,no,delivered,4,348
460,460,pharmacy,bike,north,stormy,143.4,100–149 km,8,8,yes,delayed,2,927.85
461,461,documents,van,central,foggy,32.4,0–49 km,5,24,no,delivered,5,167.4
462,462,automobile parts,ev van,east,hot,185.1,150–199 km,6,16,no,delivered,3,1047.3
463,463,pharmacy,scooter,east,foggy,238.2,200–249 km,7,16,no,delivered,5,1274.85
464,464,electronics,van,south,cold,167.1,150–199 km,7,8,no,delivered,3,980.17
465,465,groceries,truck,west,stormy,108.2,100–149 km,7,8,no,delivered,4,715.76
466,466,documents,truck,central,foggy,134.6,100–149 km,8,8,yes,delayed,3,776.45
467,467,pharmacy,ev van,west,cold,73.5,50–99 km,4,8,no,delivered,4,534.22
468,468,fragile items,truck,west,hot,255.8,250+ km,10,7,yes,failed,1,1372.8
469,469,electronics,bike,west,rainy,97.7,50–99 km,8,8,yes,failed,2,680.78
470,470,fragile items,scooter,north,foggy,257.7,250+ km,13,8,yes,failed,1,1508.35
471,471,automobile parts,truck,east,clear,289.8,250+ km,8,16,no,delivered,3,1529.34
472,472,automobile parts,ev bike,south,foggy,77.4,50–99 km,4,16,no,delivered,5,480.75
473,473,pharmacy,truck,east,stormy,257.5,250+ km,14,8,yes,delayed,2,1534.35
474,474,documents,ev bike,central,stormy,251.1,250+ km,10,16,no,delivered,3,1365.45
475,475,clothing,scooter,central,hot,183.8,150–199 km,6,5,yes,delayed,2,999.18
476,476,automobile parts,bike,east,rainy,250.3,250+ km,8,16,no,delivered,5,1396.04
477,477,groceries,ev van,north,foggy,128.2,100–149 km,5,4,yes,delayed,2,728.89
478,478,groceries,truck,south,hot,181.3,150–199 km,5,16,no,delivered,5,980.48
479,479,cosmetics,ev bike,west,hot,122.3,100–149 km,3,4,no,delivered,5,785.73
480,480,cosmetics,ev van,east,foggy,297.1,250+ km,13,8,yes,failed,1,1632.7206
481,481,fragile items,scooter,east,hot,160,150–199 km,6,24,no,delivered,4,920.9
482,482,fragile items,ev van,south,cold,71.9,50–99 km,4,16,no,delivered,4,452.92
483,483,fragile items,van,central,foggy,201.4,200–249 km,10,6,yes,delayed,3,1175.74
484,484,clothing,truck,central,hot,227.7,200–249 km,7,24,no,delivered,4,1191.99
485,485,clothing,van,west,rainy,258.5,250+ km,10,7,yes,delayed,2,1489.08
486,486,clothing,scooter,central,stormy,4.8,0–49 km,5,2,yes,delayed,3,143.54
487,487,pharmacy,ev van,north,rainy,224.4,200–249 km,12,24,no,delivered,5,1200.42
488,488,pharmacy,van,north,hot,159.6,150–199 km,4,8,no,delivered,5,967.27
489,489,fragile items,bike,west,foggy,218.2,200–249 km,9,24,no,delivered,4,1108.01
490,490,fragile items,bike,west,cold,158.7,150–199 km,6,8,no,delivered,4,911.44
491,491,fragile items,ev van,south,cold,99.6,50–99 km,3,3,no,delivered,4,555.8
492,492,electronics,ev bike,central,foggy,11.5,0–49 km,5,8,no,delivered,5,272.61
493,493,cosmetics,truck,west,clear,96.8,50–99 km,4,24,no,delivered,5,510.43
494,494,fragile items,ev bike,south,hot,197.1,150–199 km,7,16,no,delivered,4,1104.09
495,495,automobile parts,truck,west,cold,3.9,0–49 km,1,24,no,delivered,4,157.29
496,496,groceries,ev van,central,cold,276.5,250+ km,5,16,no,delivered,4,1416.28
497,497,cosmetics,bike,west,rainy,120.4,100–149 km,8,4,yes,delayed,3,676.21
498,498,groceries,bike,east,clear,19.8,0–49 km,2,16,no,delivered,5,228.78
499,499,clothing,ev bike,central,clear,264.7,250+ km,5,8,no,delivered,3,1570.41
500,500,groceries,ev van,south,foggy,55,50–99 km,3,16,no,delivered,5,401.03
501,501,documents,truck,central,rainy,18.4,0–49 km,3,8,no,delivered,5,244.47
502,502,automobile parts,ev van,central,clear,24.5,0–49 km,3,16,no,delivered,5,202.3
503,503,clothing,van,south,rainy,158.9,150–199 km,8,8,yes,delayed,2,939.83
504,504,clothing,ev bike,west,foggy,86.5,50–99 km,4,8,no,delivered,4,614.19
505,505,pharmacy,truck,central,clear,252.7,250+ km,7,8,no,delivered,5,1428.63
506,506,pharmacy,ev van,south,hot,164.1,150–199 km,7,5,yes,delayed,3,996.53
507,507,pharmacy,truck,west,cold,84.1,50–99 km,3,16,no,delivered,5,560.96
508,508,clothing,van,east,rainy,175.7,150–199 km,7,16,no,delivered,4,929.32
509,509,furniture,scooter,east,stormy,283.3,250+ km,11,8,yes,delayed,2,1632.7206
510,510,automobile parts,scooter,west,clear,258.9,250+ km,6,7,no,delivered,4,1472.87
511,511,electronics,bike,east,clear,41.8,0–49 km,1,2,no,delivered,5,380.89
512,512,fragile items,bike,west,rainy,261.7,250+ km,13,8,yes,delayed,3,1553.82
513,513,clothing,truck,central,cold,110.5,100–149 km,4,24,no,delivered,5,588.35
514,514,documents,bike,south,hot,116,100–149 km,4,24,no,delivered,5,661.06
515,515,automobile parts,van,north,hot,151.7,150–199 km,5,5,yes,delayed,2,954.51
516,516,documents,bike,west,clear,230.7,200–249 km,5,8,no,delivered,4,1339
517,517,furniture,bike,central,rainy,127.3,100–149 km,7,16,no,delivered,5,638.63
518,518,groceries,ev bike,central,stormy,198.7,150–199 km,12,5,yes,delayed,2,1162.93
519,519,pharmacy,bike,east,foggy,51.9,50–99 km,3,24,no,delivered,4,398.16
520,520,groceries,van,central,hot,89.2,50–99 km,3,8,no,delivered,5,624.93
521,521,groceries,scooter,central,stormy,284.4,250+ km,10,16,no,delivered,4,1541.16
522,522,fragile items,bike,south,stormy,126.6,100–149 km,9,16,no,delivered,4,686.13
523,523,furniture,scooter,north,stormy,218.2,200–249 km,12,8,yes,delayed,2,1331.28
524,524,pharmacy,bike,central,cold,24.8,0–49 km,1,24,no,delivered,5,125.47
525,525,fragile items,bike,north,stormy,10.1,0–49 km,6,8,no,delivered,4,209.78
526,526,groceries,truck,north,hot,16.7,0–49 km,1,24,no,delivered,5,152.53
527,527,fragile items,bike,south,foggy,210.7,200–249 km,6,16,no,delivered,3,1165.76
528,528,cosmetics,ev van,west,clear,18,0–49 km,1,16,no,delivered,4,122.52
529,529,fragile items,van,west,stormy,181,150–199 km,11,8,yes,delayed,3,1016.37
530,530,furniture,van,south,cold,76,50–99 km,5,24,no,delivered,5,511.13
531,531,pharmacy,ev van,west,hot,43,0–49 km,4,2,yes,delayed,3,306.94
532,532,clothing,ev bike,central,stormy,208.1,200–249 km,10,8,yes,delayed,2,1238.6
533,533,clothing,van,north,cold,163.6,150–199 km,5,16,no,delivered,5,917.45
534,534,electronics,ev van,central,cold,267.5,250+ km,11,16,no,delivered,5,1482.64
535,535,pharmacy,truck,west,cold,218.4,200–249 km,5,24,no,delivered,3,1234.77
536,536,documents,ev bike,central,cold,97.5,50–99 km,4,8,no,delivered,4,592.27
537,537,documents,ev van,north,rainy,38.8,0–49 km,3,16,no,delivered,3,215.42
538,538,pharmacy,ev bike,south,clear,191.5,150–199 km,5,24,no,delivered,4,982.88
539,539,groceries,truck,south,foggy,104.9,100–149 km,6,4,yes,delayed,2,688.29
540,540,clothing,truck,west,rainy,50.5,50–99 km,3,8,no,delivered,5,451.08
541,541,pharmacy,truck,west,clear,172.3,150–199 km,5,8,no,delivered,5,1002.87
542,542,furniture,ev van,south,stormy,198.9,150–199 km,10,16,no,delivered,4,1076.61
543,543,clothing,ev bike,south,clear,86.4,50–99 km,2,8,no,delivered,5,631.3
544,544,documents,scooter,east,clear,216.8,200–249 km,5,6,no,delivered,5,1180.95
